Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,TotalIncome,IncomeToLoanRatio,EMI,BalanceIncome,FamilySize,HasCreditHistory,IsGraduate,IsSelfEmployed,IncomeBand,LoanAmtBand,TermBand
LP001493,Male,Y,2,Not Graduate,N,4200,1430.0,129.0,360.0,1.0,Rural,N,5630.0,0.04364341085271318,358.3333333333333,5271.666666666667,4,1,0,0,5–10k,100–150k,301–360
LP001497,Male,Y,2,Graduate,N,5042,2083.0,185.0,360.0,1.0,Rural,N,7125.0,0.038513513513513516,513.8888888888889,6611.111111111111,4,1,1,0,5–10k,150–200k,301–360
LP001498,Male,N,0,Graduate,N,5417,0.0,168.0,360.0,1.0,Urban,Y,5417.0,0.03224404761904762,466.6666666666667,4950.333333333333,1,1,1,0,5–10k,150–200k,301–360
LP001504,Male,N,0,Graduate,Y,6950,0.0,175.0,180.0,1.0,Semiurban,Y,6950.0,0.039714285714285716,972.2222222222222,5977.777777777777,1,1,1,1,5–10k,150–200k,<=180
LP001507,Male,Y,0,Graduate,N,2698,2034.0,122.0,360.0,1.0,Semiurban,Y,4732.0,0.03878688524590164,338.8888888888889,4393.111111111111,2,1,1,0,2.5–5k,100–150k,301–360
LP001508,Male,Y,2,Graduate,N,11757,0.0,187.0,180.0,1.0,Urban,Y,11757.0,0.0628716577540107,1038.888888888889,10718.111111111111,4,1,1,0,10–20k,150–200k,<=180
LP001514,Female,Y,0,Graduate,N,2330,4486.0,100.0,360.0,1.0,Semiurban,Y,6816.0,0.06816,277.77777777777777,6538.222222222223,2,1,1,0,5–10k,<100k,301–360
LP001516,Female,Y,2,Graduate,N,14866,0.0,70.0,360.0,1.0,Urban,Y,14866.0,0.21237142857142857,194.44444444444446,14671.555555555555,4,1,1,0,10–20k,<100k,301–360
LP001518,Male,Y,1,Graduate,N,1538,1425.0,30.0,360.0,1.0,Urban,Y,2963.0,0.09876666666666667,83.33333333333333,2879.6666666666665,3,1,1,0,2.5–5k,<100k,301–360
LP001519,Female,N,0,Graduate,N,10000,1666.0,225.0,360.0,1.0,Rural,N,11666.0,0.05184888888888889,625.0,11041.0,1,1,1,0,10–20k,200–300k,301–360
LP001520,Male,Y,0,Graduate,N,4860,830.0,125.0,360.0,1.0,Semiurban,Y,5690.0,0.04552,347.22222222222223,5342.777777777777,2,1,1,0,5–10k,100–150k,301–360
LP001528,Male,N,0,Graduate,N,6277,0.0,118.0,360.0,0.0,Rural,N,6277.0,0.053194915254237286,327.77777777777777,5949.222222222223,1,0,1,0,5–10k,100–150k,301–360
LP001529,Male,Y,0,Graduate,Y,2577,3750.0,152.0,360.0,1.0,Rural,Y,6327.0,0.041625,422.22222222222223,5904.777777777777,2,1,1,1,5–10k,150–200k,301–360
LP001531,Male,N,0,Graduate,N,9166,0.0,244.0,360.0,1.0,Urban,N,9166.0,0.0375655737704918,677.7777777777778,8488.222222222223,1,1,1,0,5–10k,200–300k,301–360
LP001532,Male,Y,2,Not Graduate,N,2281,0.0,113.0,360.0,1.0,Rural,N,2281.0,0.0201858407079646,313.8888888888889,1967.111111111111,4,1,0,0,<2.5k,100–150k,301–360
LP001535,Male,N,0,Graduate,N,3254,0.0,50.0,360.0,1.0,Urban,Y,3254.0,0.06508,138.88888888888889,3115.1111111111113,1,1,1,0,2.5–5k,<100k,301–360
LP001536,Male,Y,3,Graduate,N,39999,0.0,600.0,180.0,0.0,Semiurban,Y,39999.0,0.066665,3333.3333333333335,36665.666666666664,5,0,1,0,>20k,>300k,<=180
LP001541,Male,Y,1,Graduate,N,6000,0.0,160.0,360.0,,Rural,Y,6000.0,0.0375,444.44444444444446,5555.555555555556,3,0,1,0,5–10k,150–200k,301–360
LP001543,Male,Y,1,Graduate,N,9538,0.0,187.0,360.0,1.0,Urban,Y,9538.0,0.05100534759358289,519.4444444444445,9018.555555555555,3,1,1,0,5–10k,150–200k,301–360
LP001546,Male,N,0,Graduate,,2980,2083.0,120.0,360.0,1.0,Rural,Y,5063.0,0.04219166666666667,333.3333333333333,4729.666666666667,1,1,1,0,5–10k,100–150k,301–360
LP001552,Male,Y,0,Graduate,N,4583,5625.0,255.0,360.0,1.0,Semiurban,Y,10208.0,0.04003137254901961,708.3333333333334,9499.666666666666,2,1,1,0,10–20k,200–300k,301–360
LP001560,Male,Y,0,Not Graduate,N,1863,1041.0,98.0,360.0,1.0,Semiurban,Y,2904.0,0.02963265306122449,272.22222222222223,2631.777777777778,2,1,0,0,2.5–5k,<100k,301–360
LP001562,Male,Y,0,Graduate,N,7933,0.0,275.0,360.0,1.0,Urban,N,7933.0,0.02884727272727273,763.8888888888889,7169.111111111111,2,1,1,0,5–10k,200–300k,301–360
LP001565,Male,Y,1,Graduate,N,3089,1280.0,121.0,360.0,0.0,Semiurban,N,4369.0,0.03610743801652892,336.1111111111111,4032.8888888888887,3,0,1,0,2.5–5k,100–150k,301–360
LP001570,Male,Y,2,Graduate,N,4167,1447.0,158.0,360.0,1.0,Rural,Y,5614.0,0.035531645569620254,438.8888888888889,5175.111111111111,4,1,1,0,5–10k,150–200k,301–360
LP001572,Male,Y,0,Graduate,N,9323,0.0,75.0,180.0,1.0,Urban,Y,9323.0,0.12430666666666666,416.6666666666667,8906.333333333334,2,1,1,0,5–10k,<100k,<=180
LP001574,Male,Y,0,Graduate,N,3707,3166.0,182.0,,1.0,Rural,Y,6873.0,0.03776373626373626,365.2777777777778,4970.333333333333,2,1,1,0,5–10k,150–200k,Unknown
LP001577,Female,Y,0,Graduate,N,4583,0.0,112.0,360.0,1.0,Rural,N,4583.0,0.040919642857142856,311.1111111111111,4271.888888888889,2,1,1,0,2.5–5k,100–150k,301–360
LP001578,Male,Y,0,Graduate,N,2439,3333.0,129.0,360.0,1.0,Rural,Y,5772.0,0.044744186046511626,358.3333333333333,5413.666666666667,2,1,1,0,5–10k,100–150k,301–360
LP001579,Male,N,0,Graduate,N,2237,0.0,63.0,480.0,0.0,Semiurban,N,2237.0,0.03550793650793651,131.25,2105.75,1,0,1,0,<2.5k,<100k,>360
LP001580,Male,Y,2,Graduate,N,8000,0.0,200.0,360.0,1.0,Semiurban,Y,8000.0,0.04,555.5555555555555,7444.444444444444,4,1,1,0,5–10k,150–200k,301–360
LP001581,Male,Y,0,Not Graduate,,1820,1769.0,95.0,360.0,1.0,Rural,Y,3589.0,0.03777894736842105,263.8888888888889,3325.1111111111113,2,1,0,0,2.5–5k,<100k,301–360
LP001585,Nan,Y,3,Graduate,N,51763,0.0,700.0,300.0,1.0,Urban,Y,51763.0,0.07394714285714286,2333.3333333333335,49429.666666666664,5,1,1,0,>20k,>300k,241–300
LP001586,Male,Y,3,Not Graduate,N,3522,0.0,81.0,180.0,1.0,Rural,N,3522.0,0.04348148148148148,450.0,3072.0,5,1,0,0,2.5–5k,<100k,<=180
LP001594,Male,Y,0,Graduate,N,5708,5625.0,187.0,360.0,1.0,Semiurban,Y,11333.0,0.06060427807486631,519.4444444444445,10813.555555555555,2,1,1,0,10–20k,150–200k,301–360
LP001603,Male,Y,0,Not Graduate,Y,4344,736.0,87.0,360.0,1.0,Semiurban,N,5080.0,0.05839080459770115,241.66666666666666,4838.333333333333,2,1,0,1,5–10k,<100k,301–360
LP001606,Male,Y,0,Graduate,N,3497,1964.0,116.0,360.0,1.0,Rural,Y,5461.0,0.04707758620689655,322.22222222222223,5138.777777777777,2,1,1,0,5–10k,100–150k,301–360
LP001608,Male,Y,2,Graduate,N,2045,1619.0,101.0,360.0,1.0,Rural,Y,3664.0,0.036277227722772275,280.55555555555554,3383.4444444444443,4,1,1,0,2.5–5k,100–150k,301–360
LP001610,Male,Y,3,Graduate,N,5516,11300.0,495.0,360.0,0.0,Semiurban,N,16816.0,0.033971717171717174,1375.0,15441.0,5,0,1,0,10–20k,>300k,301–360
LP001616,Male,Y,1,Graduate,N,3750,0.0,116.0,360.0,1.0,Semiurban,Y,3750.0,0.032327586206896554,322.22222222222223,3427.777777777778,3,1,1,0,2.5–5k,100–150k,301–360
LP001630,Male,N,0,Not Graduate,N,2333,1451.0,102.0,480.0,0.0,Urban,N,3784.0,0.037098039215686274,212.5,3571.5,1,0,0,0,2.5–5k,100–150k,>360
LP001633,Male,Y,1,Graduate,N,6400,7250.0,180.0,360.0,0.0,Urban,N,13650.0,0.07583333333333334,500.0,13150.0,3,0,1,0,10–20k,150–200k,301–360
LP001634,Male,N,0,Graduate,N,1916,5063.0,67.0,360.0,,Rural,N,6979.0,0.10416417910447762,186.11111111111111,6792.888888888889,1,0,1,0,5–10k,<100k,301–360
LP001636,Male,Y,0,Graduate,N,4600,0.0,73.0,180.0,1.0,Semiurban,Y,4600.0,0.06301369863013699,405.55555555555554,4194.444444444444,2,1,1,0,2.5–5k,<100k,<=180
LP001637,Male,Y,1,Graduate,N,33846,0.0,260.0,360.0,1.0,Semiurban,N,33846.0,0.13017692307692308,722.2222222222222,33123.77777777778,3,1,1,0,>20k,200–300k,301–360
LP001639,Female,Y,0,Graduate,N,3625,0.0,108.0,360.0,1.0,Semiurban,Y,3625.0,0.03356481481481482,300.0,3325.0,2,1,1,0,2.5–5k,100–150k,301–360
LP001640,Male,Y,0,Graduate,Y,39147,4750.0,120.0,360.0,1.0,Semiurban,Y,43897.0,0.36580833333333335,333.3333333333333,43563.666666666664,2,1,1,1,>20k,100–150k,301–360
LP001641,Male,Y,1,Graduate,Y,2178,0.0,66.0,300.0,0.0,Rural,N,2178.0,0.033,220.0,1958.0,3,0,1,1,<2.5k,<100k,241–300
LP001643,Male,Y,0,Graduate,N,2383,2138.0,58.0,360.0,,Rural,Y,4521.0,0.07794827586206897,161.11111111111111,4359.888888888889,2,0,1,0,2.5–5k,<100k,301–360
LP001644,Nan,Y,0,Graduate,Y,674,5296.0,168.0,360.0,1.0,Rural,Y,5970.0,0.03553571428571429,466.6666666666667,5503.333333333333,2,1,1,1,5–10k,150–200k,301–360
LP001647,Male,Y,0,Graduate,N,9328,0.0,188.0,180.0,1.0,Rural,Y,9328.0,0.049617021276595744,1044.4444444444443,8283.555555555555,2,1,1,0,5–10k,150–200k,<=180
LP001653,Male,N,0,Not Graduate,N,4885,0.0,48.0,360.0,1.0,Rural,Y,4885.0,0.10177083333333334,133.33333333333334,4751.666666666667,1,1,0,0,2.5–5k,<100k,301–360
LP001656,Male,N,0,Graduate,N,12000,0.0,164.0,360.0,1.0,Semiurban,N,12000.0,0.07317073170731707,455.55555555555554,11544.444444444445,1,1,1,0,10–20k,150–200k,301–360
LP001657,Male,Y,0,Not Graduate,N,6033,0.0,160.0,360.0,1.0,Urban,N,6033.0,0.03770625,444.44444444444446,5588.555555555556,2,1,0,0,5–10k,150–200k,301–360
LP001658,Male,N,0,Graduate,N,3858,0.0,76.0,360.0,1.0,Semiurban,Y,3858.0,0.05076315789473684,211.11111111111111,3646.8888888888887,1,1,1,0,2.5–5k,<100k,301–360
LP001664,Male,N,0,Graduate,N,4191,0.0,120.0,360.0,1.0,Rural,Y,4191.0,0.034925,333.3333333333333,3857.6666666666665,1,1,1,0,2.5–5k,100–150k,301–360
LP001665,Male,Y,1,Graduate,N,3125,2583.0,170.0,360.0,1.0,Semiurban,N,5708.0,0.03357647058823529,472.22222222222223,5235.777777777777,3,1,1,0,5–10k,150–200k,301–360
LP001666,Male,N,0,Graduate,N,8333,3750.0,187.0,360.0,1.0,Rural,Y,12083.0,0.06461497326203208,519.4444444444445,11563.555555555555,1,1,1,0,10–20k,150–200k,301–360
LP001669,Female,N,0,Not Graduate,N,1907,2365.0,120.0,,1.0,Urban,Y,4272.0,0.0356,365.2777777777778,4970.333333333333,1,1,0,0,2.5–5k,100–150k,Unknown
LP001671,Female,Y,0,Graduate,N,3416,2816.0,113.0,360.0,,Semiurban,Y,6232.0,0.05515044247787611,313.8888888888889,5918.111111111111,2,0,1,0,5–10k,100–150k,301–360
LP001673,Male,N,0,Graduate,Y,11000,0.0,83.0,360.0,1.0,Urban,N,11000.0,0.13253012048192772,230.55555555555554,10769.444444444445,1,1,1,1,10–20k,<100k,301–360
LP001674,Male,Y,1,Not Graduate,N,2600,2500.0,90.0,360.0,1.0,Semiurban,Y,5100.0,0.056666666666666664,250.0,4850.0,3,1,0,0,5–10k,<100k,301–360
LP001677,Male,N,2,Graduate,N,4923,0.0,166.0,360.0,0.0,Semiurban,Y,4923.0,0.029656626506024096,461.1111111111111,4461.888888888889,3,0,1,0,2.5–5k,150–200k,301–360
LP001682,Male,Y,3,Not Graduate,N,3992,0.0,,180.0,1.0,Urban,N,3992.0,0.041426539654408505,365.2777777777778,4970.333333333333,5,1,0,0,2.5–5k,Unknown,<=180
LP001688,Male,Y,1,Not Graduate,N,3500,1083.0,135.0,360.0,1.0,Urban,Y,4583.0,0.03394814814814815,375.0,4208.0,3,1,0,0,2.5–5k,100–150k,301–360
LP001691,Male,Y,2,Not Graduate,N,3917,0.0,124.0,360.0,1.0,Semiurban,Y,3917.0,0.031588709677419356,344.44444444444446,3572.5555555555557,4,1,0,0,2.5–5k,100–150k,301–360
LP001692,Female,N,0,Not Graduate,N,4408,0.0,120.0,360.0,1.0,Semiurban,Y,4408.0,0.03673333333333333,333.3333333333333,4074.6666666666665,1,1,0,0,2.5–5k,100–150k,301–360
LP001693,Female,N,0,Graduate,N,3244,0.0,80.0,360.0,1.0,Urban,Y,3244.0,0.04055,222.22222222222223,3021.777777777778,1,1,1,0,2.5–5k,<100k,301–360
LP001698,Male,N,0,Not Graduate,N,3975,2531.0,55.0,360.0,1.0,Rural,Y,6506.0,0.11829090909090909,152.77777777777777,6353.222222222223,1,1,0,0,5–10k,<100k,301–360
LP001699,Male,N,0,Graduate,N,2479,0.0,59.0,360.0,1.0,Urban,Y,2479.0,0.04201694915254237,163.88888888888889,2315.1111111111113,1,1,1,0,<2.5k,<100k,301–360
LP001702,Male,N,0,Graduate,N,3418,0.0,127.0,360.0,1.0,Semiurban,N,3418.0,0.026913385826771653,352.77777777777777,3065.222222222222,1,1,1,0,2.5–5k,100–150k,301–360
LP001708,Female,N,0,Graduate,N,10000,0.0,214.0,360.0,1.0,Semiurban,N,10000.0,0.04672897196261682,594.4444444444445,9405.555555555555,1,1,1,0,5–10k,200–300k,301–360
LP001711,Male,Y,3,Graduate,N,3430,1250.0,128.0,360.0,0.0,Semiurban,N,4680.0,0.0365625,355.55555555555554,4324.444444444444,5,0,1,0,2.5–5k,100–150k,301–360
LP001713,Male,Y,1,Graduate,Y,7787,0.0,240.0,360.0,1.0,Urban,Y,7787.0,0.032445833333333333,666.6666666666666,7120.333333333333,3,1,1,1,5–10k,200–300k,301–360
LP001715,Male,Y,3,Not Graduate,Y,5703,0.0,130.0,360.0,1.0,Rural,Y,5703.0,0.04386923076923077,361.1111111111111,5341.888888888889,5,1,0,1,5–10k,100–150k,301–360
LP001716,Male,Y,0,Graduate,N,3173,3021.0,137.0,360.0,1.0,Urban,Y,6194.0,0.04521167883211679,380.55555555555554,5813.444444444444,2,1,1,0,5–10k,100–150k,301–360
LP001720,Male,Y,3,Not Graduate,N,3850,983.0,100.0,360.0,1.0,Semiurban,Y,4833.0,0.04833,277.77777777777777,4555.222222222223,5,1,0,0,2.5–5k,<100k,301–360
LP001722,Male,Y,0,Graduate,N,150,1800.0,135.0,360.0,1.0,Rural,N,1950.0,0.014444444444444444,375.0,1575.0,2,1,1,0,<2.5k,100–150k,301–360
LP001726,Male,Y,0,Graduate,N,3727,1775.0,131.0,360.0,1.0,Semiurban,Y,5502.0,0.042,363.8888888888889,5138.111111111111,2,1,1,0,5–10k,100–150k,301–360
LP001732,Male,Y,2,Graduate,,5000,0.0,72.0,360.0,0.0,Semiurban,N,5000.0,0.06944444444444445,200.0,4800.0,4,0,1,0,2.5–5k,<100k,301–360
LP001734,Female,Y,2,Graduate,N,4283,2383.0,127.0,360.0,,Semiurban,Y,6666.0,0.052488188976377956,352.77777777777777,6313.222222222223,4,0,1,0,5–10k,100–150k,301–360
LP001736,Male,Y,0,Graduate,N,2221,0.0,60.0,360.0,0.0,Urban,N,2221.0,0.03701666666666667,166.66666666666666,2054.3333333333335,2,0,1,0,<2.5k,<100k,301–360
LP001743,Male,Y,2,Graduate,N,4009,1717.0,116.0,360.0,1.0,Semiurban,Y,5726.0,0.049362068965517245,322.22222222222223,5403.777777777777,4,1,1,0,5–10k,100–150k,301–360
LP001744,Male,N,0,Graduate,N,2971,2791.0,144.0,360.0,1.0,Semiurban,Y,5762.0,0.04001388888888889,400.0,5362.0,1,1,1,0,5–10k,100–150k,301–360
LP001749,Male,Y,0,Graduate,N,7578,1010.0,175.0,,1.0,Semiurban,Y,8588.0,0.049074285714285716,365.2777777777778,4970.333333333333,2,1,1,0,5–10k,150–200k,Unknown
LP001750,Male,Y,0,Graduate,N,6250,0.0,128.0,360.0,1.0,Semiurban,Y,6250.0,0.048828125,355.55555555555554,5894.444444444444,2,1,1,0,5–10k,100–150k,301–360
LP001751,Male,Y,0,Graduate,N,3250,0.0,170.0,360.0,1.0,Rural,N,3250.0,0.01911764705882353,472.22222222222223,2777.777777777778,2,1,1,0,2.5–5k,150–200k,301–360
LP001754,Male,Y,0,Not Graduate,Y,4735,0.0,138.0,360.0,1.0,Urban,N,4735.0,0.03431159420289855,383.3333333333333,4351.666666666667,2,1,0,1,2.5–5k,100–150k,301–360
LP001758,Male,Y,2,Graduate,N,6250,1695.0,210.0,360.0,1.0,Semiurban,Y,7945.0,0.03783333333333333,583.3333333333334,7361.666666666667,4,1,1,0,5–10k,200–300k,301–360
LP001760,Male,,0,Graduate,N,4758,0.0,158.0,480.0,1.0,Semiurban,Y,4758.0,0.03011392405063291,329.1666666666667,4428.833333333333,1,1,1,0,2.5–5k,150–200k,>360
LP001761,Male,N,0,Graduate,Y,6400,0.0,200.0,360.0,1.0,Rural,Y,6400.0,0.032,555.5555555555555,5844.444444444444,1,1,1,1,5–10k,150–200k,301–360
LP001765,Male,Y,1,Graduate,N,2491,2054.0,104.0,360.0,1.0,Semiurban,Y,4545.0,0.043701923076923076,288.8888888888889,4256.111111111111,3,1,1,0,2.5–5k,100–150k,301–360
LP001768,Male,Y,0,Graduate,,3716,0.0,42.0,180.0,1.0,Rural,Y,3716.0,0.08847619047619047,233.33333333333334,3482.6666666666665,2,1,1,0,2.5–5k,<100k,<=180
LP001770,Male,N,0,Not Graduate,N,3189,2598.0,120.0,,1.0,Rural,Y,5787.0,0.048225,365.2777777777778,4970.333333333333,1,1,0,0,5–10k,100–150k,Unknown
LP001776,Female,N,0,Graduate,N,8333,0.0,280.0,360.0,1.0,Semiurban,Y,8333.0,0.029760714285714286,777.7777777777778,7555.222222222223,1,1,1,0,5–10k,200–300k,301–360
LP001778,Male,Y,1,Graduate,N,3155,1779.0,140.0,360.0,1.0,Semiurban,Y,4934.0,0.035242857142857145,388.8888888888889,4545.111111111111,3,1,1,0,2.5–5k,100–150k,301–360
LP001784,Male,Y,1,Graduate,N,5500,1260.0,170.0,360.0,1.0,Rural,Y,6760.0,0.03976470588235294,472.22222222222223,6287.777777777777,3,1,1,0,5–10k,150–200k,301–360
LP001786,Male,Y,0,Graduate,,5746,0.0,255.0,360.0,,Urban,N,5746.0,0.022533333333333332,708.3333333333334,5037.666666666667,2,0,1,0,5–10k,200–300k,301–360
LP001788,Female,N,0,Graduate,Y,3463,0.0,122.0,360.0,,Urban,Y,3463.0,0.028385245901639343,338.8888888888889,3124.1111111111113,1,0,1,1,2.5–5k,100–150k,301–360
LP001790,Female,N,1,Graduate,N,3812,0.0,112.0,360.0,1.0,Rural,Y,3812.0,0.03403571428571429,311.1111111111111,3500.8888888888887,2,1,1,0,2.5–5k,100–150k,301–360
LP001792,Male,Y,1,Graduate,N,3315,0.0,96.0,360.0,1.0,Semiurban,Y,3315.0,0.03453125,266.6666666666667,3048.3333333333335,3,1,1,0,2.5–5k,<100k,301–360
LP001798,Male,Y,2,Graduate,N,5819,5000.0,120.0,360.0,1.0,Rural,Y,10819.0,0.09015833333333333,333.3333333333333,10485.666666666666,4,1,1,0,10–20k,100–150k,301–360
LP001800,Male,Y,1,Not Graduate,N,2510,1983.0,140.0,180.0,1.0,Urban,N,4493.0,0.032092857142857145,777.7777777777778,3715.222222222222,3,1,0,0,2.5–5k,100–150k,<=180
LP001806,Male,N,0,Graduate,N,2965,5701.0,155.0,60.0,1.0,Urban,Y,8666.0,0.05590967741935484,2583.3333333333335,6082.666666666666,1,1,1,0,5–10k,150–200k,<=180
LP001807,Male,Y,2,Graduate,Y,6250,1300.0,108.0,360.0,1.0,Rural,Y,7550.0,0.0699074074074074,300.0,7250.0,4,1,1,1,5–10k,100–150k,301–360
LP001811,Male,Y,0,Not Graduate,N,3406,4417.0,123.0,360.0,1.0,Semiurban,Y,7823.0,0.06360162601626017,341.6666666666667,7481.333333333333,2,1,0,0,5–10k,100–150k,301–360
LP001813,Male,N,0,Graduate,Y,6050,4333.0,120.0,180.0,1.0,Urban,N,10383.0,0.086525,666.6666666666666,9716.333333333334,1,1,1,1,10–20k,100–150k,<=180
LP001814,Male,Y,2,Graduate,N,9703,0.0,112.0,360.0,1.0,Urban,Y,9703.0,0.08663392857142857,311.1111111111111,9391.888888888889,4,1,1,0,5–10k,100–150k,301–360
LP001819,Male,Y,1,Not Graduate,N,6608,0.0,137.0,180.0,1.0,Urban,Y,6608.0,0.04823357664233577,761.1111111111111,5846.888888888889,3,1,0,0,5–10k,100–150k,<=180
LP001824,Male,Y,1,Graduate,N,2882,1843.0,123.0,480.0,1.0,Semiurban,Y,4725.0,0.03841463414634146,256.25,4468.75,3,1,1,0,2.5–5k,100–150k,>360
LP001825,Male,Y,0,Graduate,N,1809,1868.0,90.0,360.0,1.0,Urban,Y,3677.0,0.040855555555555555,250.0,3427.0,2,1,1,0,2.5–5k,<100k,301–360
LP001835,Male,Y,0,Not Graduate,N,1668,3890.0,201.0,360.0,0.0,Semiurban,N,5558.0,0.027651741293532338,558.3333333333334,4999.666666666667,2,0,0,0,5–10k,200–300k,301–360
LP001836,Female,N,2,Graduate,N,3427,0.0,138.0,360.0,1.0,Urban,N,3427.0,0.024833333333333332,383.3333333333333,3043.6666666666665,3,1,1,0,2.5–5k,100–150k,301–360
LP001841,Male,N,0,Not Graduate,Y,2583,2167.0,104.0,360.0,1.0,Rural,Y,4750.0,0.04567307692307692,288.8888888888889,4461.111111111111,1,1,0,1,2.5–5k,100–150k,301–360
LP001843,Male,Y,1,Not Graduate,N,2661,7101.0,279.0,180.0,1.0,Semiurban,Y,9762.0,0.03498924731182796,1550.0,8212.0,3,1,0,0,5–10k,200–300k,<=180
LP001844,Male,N,0,Graduate,Y,16250,0.0,192.0,360.0,0.0,Urban,N,16250.0,0.08463541666666667,533.3333333333334,15716.666666666666,1,0,1,1,10–20k,150–200k,301–360
LP001846,Female,N,3,Graduate,N,3083,0.0,255.0,360.0,1.0,Rural,Y,3083.0,0.012090196078431372,708.3333333333334,2374.6666666666665,4,1,1,0,2.5–5k,200–300k,301–360
LP001849,Male,N,0,Not Graduate,N,6045,0.0,115.0,360.0,0.0,Rural,N,6045.0,0.05256521739130435,319.44444444444446,5725.555555555556,1,0,0,0,5–10k,100–150k,301–360
LP001854,Male,Y,3,Graduate,N,5250,0.0,94.0,360.0,1.0,Urban,N,5250.0,0.05585106382978723,261.1111111111111,4988.888888888889,5,1,1,0,5–10k,<100k,301–360
LP001859,Male,Y,0,Graduate,N,14683,2100.0,304.0,360.0,1.0,Rural,N,16783.0,0.05520723684210526,844.4444444444445,15938.555555555555,2,1,1,0,10–20k,>300k,301–360
LP001864,Male,Y,3,Not Graduate,N,4931,0.0,128.0,360.0,,Semiurban,N,4931.0,0.0385234375,355.55555555555554,4575.444444444444,5,0,0,0,2.5–5k,100–150k,301–360
LP001865,Male,Y,1,Graduate,N,6083,4250.0,330.0,360.0,,Urban,Y,10333.0,0.031312121212121215,916.6666666666666,9416.333333333334,3,0,1,0,10–20k,>300k,301–360
LP001868,Male,N,0,Graduate,N,2060,2209.0,134.0,360.0,1.0,Semiurban,Y,4269.0,0.03185820895522388,372.22222222222223,3896.777777777778,1,1,1,0,2.5–5k,100–150k,301–360
LP001870,Female,N,1,Graduate,N,3481,0.0,155.0,36.0,1.0,Semiurban,N,3481.0,0.02245806451612903,4305.555555555556,-824.5555555555557,2,1,1,0,2.5–5k,150–200k,<=180
LP001871,Female,N,0,Graduate,N,7200,0.0,120.0,360.0,1.0,Rural,Y,7200.0,0.06,333.3333333333333,6866.666666666667,1,1,1,0,5–10k,100–150k,301–360
LP001872,Male,N,0,Graduate,Y,5166,0.0,128.0,360.0,1.0,Semiurban,Y,5166.0,0.040359375,355.55555555555554,4810.444444444444,1,1,1,1,5–10k,100–150k,301–360
LP001875,Male,N,0,Graduate,N,4095,3447.0,151.0,360.0,1.0,Rural,Y,7542.0,0.049947019867549666,419.44444444444446,7122.555555555556,1,1,1,0,5–10k,150–200k,301–360
LP001877,Male,Y,2,Graduate,N,4708,1387.0,150.0,360.0,1.0,Semiurban,Y,6095.0,0.040633333333333334,416.6666666666667,5678.333333333333,4,1,1,0,5–10k,100–150k,301–360
LP001882,Male,Y,3,Graduate,N,4333,1811.0,160.0,360.0,0.0,Urban,Y,6144.0,0.0384,444.44444444444446,5699.555555555556,5,0,1,0,5–10k,150–200k,301–360
LP001883,Female,N,0,Graduate,,3418,0.0,135.0,360.0,1.0,Rural,N,3418.0,0.025318518518518518,375.0,3043.0,1,1,1,0,2.5–5k,100–150k,301–360
LP001884,Female,N,1,Graduate,N,2876,1560.0,90.0,360.0,1.0,Urban,Y,4436.0,0.04928888888888889,250.0,4186.0,2,1,1,0,2.5–5k,<100k,301–360
LP001888,Female,N,0,Graduate,N,3237,0.0,30.0,360.0,1.0,Urban,Y,3237.0,0.1079,83.33333333333333,3153.6666666666665,1,1,1,0,2.5–5k,<100k,301–360
LP001891,Male,Y,0,Graduate,N,11146,0.0,136.0,360.0,1.0,Urban,Y,11146.0,0.08195588235294117,377.77777777777777,10768.222222222223,2,1,1,0,10–20k,100–150k,301–360
LP001892,Male,N,0,Graduate,N,2833,1857.0,126.0,360.0,1.0,Rural,Y,4690.0,0.03722222222222222,350.0,4340.0,1,1,1,0,2.5–5k,100–150k,301–360
LP001894,Male,Y,0,Graduate,N,2620,2223.0,150.0,360.0,1.0,Semiurban,Y,4843.0,0.032286666666666665,416.6666666666667,4426.333333333333,2,1,1,0,2.5–5k,100–150k,301–360
LP001896,Male,Y,2,Graduate,N,3900,0.0,90.0,360.0,1.0,Semiurban,Y,3900.0,0.043333333333333335,250.0,3650.0,4,1,1,0,2.5–5k,<100k,301–360
LP001900,Male,Y,1,Graduate,N,2750,1842.0,115.0,360.0,1.0,Semiurban,Y,4592.0,0.039930434782608694,319.44444444444446,4272.555555555556,3,1,1,0,2.5–5k,100–150k,301–360
LP001903,Male,Y,0,Graduate,N,3993,3274.0,207.0,360.0,1.0,Semiurban,Y,7267.0,0.035106280193236715,575.0,6692.0,2,1,1,0,5–10k,200–300k,301–360
LP001904,Male,Y,0,Graduate,N,3103,1300.0,80.0,360.0,1.0,Urban,Y,4403.0,0.0550375,222.22222222222223,4180.777777777777,2,1,1,0,2.5–5k,<100k,301–360
LP001907,Male,Y,0,Graduate,N,14583,0.0,436.0,360.0,1.0,Semiurban,Y,14583.0,0.03344724770642202,1211.111111111111,13371.888888888889,2,1,1,0,10–20k,>300k,301–360
LP001908,Female,Y,0,Not Graduate,N,4100,0.0,124.0,360.0,,Rural,Y,4100.0,0.03306451612903226,344.44444444444446,3755.5555555555557,2,0,0,0,2.5–5k,100–150k,301–360
