Balance_Income,CoapplicantIncome,EMI,Education,Gender,Income_to_Loan_Ratio,Income_x_CreditHistory,Loan_Amount_Term,Loan_Status,Married,Property_Area,Self_Employed
9391.888888888889,0.0,311.1111111111111,Graduate,Male,0.08663392857142857,9703.0,360.0,1,Yes,Urban,No
5846.888888888889,0.0,761.1111111111111,Not Graduate,Male,0.04823357664233577,6608.0,180.0,1,Yes,Urban,No
4468.75,1843.0,256.25,Graduate,Male,0.03841463414634146,4725.0,480.0,1,Yes,Semiurban,No
3427.0,1868.0,250.0,Graduate,Male,0.040855555555555555,3677.0,360.0,1,Yes,Urban,No
4999.666666666667,3890.0,558.3333333333334,Not Graduate,Male,0.027651741293532338,0.0,360.0,0,Yes,Semiurban,No
3043.6666666666665,0.0,383.3333333333333,Graduate,Female,0.024833333333333332,3427.0,360.0,0,No,Urban,No
4461.111111111111,2167.0,288.8888888888889,Not Graduate,Male,0.04567307692307692,4750.0,360.0,1,No,Rural,Yes
8212.0,7101.0,1550.0,Not Graduate,Male,0.03498924731182796,9762.0,180.0,1,Yes,Semiurban,No
15716.666666666666,0.0,533.3333333333334,Graduate,Male,0.08463541666666667,0.0,360.0,0,No,Urban,Yes
2374.6666666666665,0.0,708.3333333333334,Graduate,Female,0.012090196078431372,3083.0,360.0,1,No,Rural,No
5725.555555555556,0.0,319.44444444444446,Not Graduate,Male,0.05256521739130435,0.0,360.0,0,No,Rural,No
4988.888888888889,0.0,261.1111111111111,Graduate,Male,0.05585106382978723,5250.0,360.0,0,Yes,Urban,No
15938.555555555555,2100.0,844.4444444444445,Graduate,Male,0.05520723684210526,16783.0,360.0,0,Yes,Rural,No
4575.444444444444,0.0,355.55555555555554,Not Graduate,Male,0.0385234375,9862.0,360.0,0,Yes,Semiurban,No
9416.333333333334,4250.0,916.6666666666666,Graduate,Male,0.031312121212121215,20666.0,360.0,1,Yes,Urban,No
3896.777777777778,2209.0,372.22222222222223,Graduate,Male,0.03185820895522388,4269.0,360.0,1,No,Semiurban,No
-824.5555555555557,0.0,4305.555555555556,Graduate,Female,0.02245806451612903,3481.0,36.0,0,No,Semiurban,No
6866.666666666667,0.0,333.3333333333333,Graduate,Female,0.06,7200.0,360.0,1,No,Rural,No
4810.444444444444,0.0,355.55555555555554,Graduate,Male,0.040359375,5166.0,360.0,1,No,Semiurban,Yes
7122.555555555556,3447.0,419.44444444444446,Graduate,Male,0.049947019867549666,7542.0,360.0,1,No,Rural,No
5678.333333333333,1387.0,416.6666666666667,Graduate,Male,0.040633333333333334,6095.0,360.0,1,Yes,Semiurban,No
5699.555555555556,1811.0,444.44444444444446,Graduate,Male,0.0384,0.0,360.0,1,Yes,Urban,No
3043.0,0.0,375.0,Graduate,Female,0.025318518518518518,3418.0,360.0,0,No,Rural,
4186.0,1560.0,250.0,Graduate,Female,0.04928888888888889,4436.0,360.0,1,No,Urban,No
3153.6666666666665,0.0,83.33333333333333,Graduate,Female,0.1079,3237.0,360.0,1,No,Urban,No
10768.222222222223,0.0,377.77777777777777,Graduate,Male,0.08195588235294117,11146.0,360.0,1,Yes,Urban,No
4340.0,1857.0,350.0,Graduate,Male,0.03722222222222222,4690.0,360.0,1,No,Rural,No
4426.333333333333,2223.0,416.6666666666667,Graduate,Male,0.032286666666666665,4843.0,360.0,1,Yes,Semiurban,No
3650.0,0.0,250.0,Graduate,Male,0.043333333333333335,3900.0,360.0,1,Yes,Semiurban,No
4272.555555555556,1842.0,319.44444444444446,Graduate,Male,0.039930434782608694,4592.0,360.0,1,Yes,Semiurban,No
6692.0,3274.0,575.0,Graduate,Male,0.035106280193236715,7267.0,360.0,1,Yes,Semiurban,No
4180.777777777777,1300.0,222.22222222222223,Graduate,Male,0.0550375,4403.0,360.0,1,Yes,Urban,No
13371.888888888889,0.0,1211.111111111111,Graduate,Male,0.03344724770642202,14583.0,360.0,1,Yes,Semiurban,No
3755.5555555555557,0.0,344.44444444444446,Not Graduate,Female,0.03306451612903226,8200.0,360.0,1,Yes,Rural,No
6040.111111111111,2426.0,438.8888888888889,Not Graduate,Male,0.04100632911392405,0.0,360.0,0,No,Urban,Yes
4415.888888888889,800.0,311.1111111111111,Graduate,Male,0.04220535714285714,4727.0,360.0,1,Yes,Semiurban,No
2853.4666544666666,985.7999878,433.3333333333333,Graduate,Male,0.04213846138205128,3286.7999878,180.0,1,Yes,Urban,No
3327.0,1666.0,150.0,Graduate,Female,0.06438888888888888,3477.0,360.0,1,No,Urban,No
,0.0,,Graduate,Male,,20667.0,360.0,0,Yes,Rural,No
5963.777777777777,3053.0,247.22222222222223,Graduate,Male,0.06978651685393258,6211.0,360.0,1,No,Rural,No
3987.0,1717.0,330.0,Graduate,Female,0.043606060606060607,4317.0,300.0,0,No,Semiurban,Yes
5370.666666666667,2000.0,333.3333333333333,Graduate,Male,0.04753333333333333,5704.0,360.0,1,Yes,Rural,No
3804.5555555555557,0.0,319.44444444444446,Graduate,Female,0.03586086956521739,4124.0,360.0,1,No,Semiurban,No
8988.555555555555,0.0,519.4444444444445,Graduate,Male,0.05084491978609626,9508.0,360.0,1,No,Rural,No
5104.888888888889,2416.0,386.1111111111111,Graduate,Male,0.039503597122302156,5491.0,360.0,1,Yes,Rural,No
4047.222222222222,0.0,352.77777777777777,Graduate,Male,0.03464566929133858,0.0,360.0,0,Yes,Semiurban,No
4340.777777777777,1560.0,372.22222222222223,Graduate,Male,0.035171641791044775,4713.0,360.0,1,Yes,Urban,No
5119.083333333333,0.0,297.9166666666667,Graduate,Female,0.037881118881118885,0.0,480.0,0,No,Urban,No
5239.222222222223,3334.0,477.77777777777777,Graduate,Male,0.03323837209302326,5717.0,360.0,1,Yes,Semiurban,No
5360.444444444444,1250.0,305.55555555555554,Graduate,Male,0.05150909090909091,5666.0,360.0,1,Yes,Urban,
6319.444444444444,0.0,555.5555555555555,Graduate,Male,0.034375,6875.0,360.0,1,Yes,Semiurban,No
4291.0,0.0,375.0,Graduate,Female,0.03456296296296296,4666.0,360.0,1,Yes,Urban,No
7226.416666666667,2541.0,314.5833333333333,Graduate,Female,0.04994039735099338,7541.0,480.0,0,No,Rural,No
4625.111111111111,2925.0,313.8888888888889,Graduate,Male,0.043707964601769914,4939.0,360.0,0,Yes,Urban,No
4475.666666666667,2934.0,258.3333333333333,Not Graduate,Male,0.05090322580645161,0.0,360.0,0,Yes,Urban,No
4333.333333333333,1750.0,291.6666666666667,Not Graduate,Male,0.04404761904761905,4625.0,360.0,1,Yes,Semiurban,No
4633.333333333333,0.0,366.6666666666667,Graduate,Female,0.03787878787878788,5000.0,360.0,1,No,Rural,No
3161.3333333333335,1803.0,266.6666666666667,Graduate,Male,0.035708333333333335,3428.0,360.0,1,Yes,Urban,No
6111.111111111111,2500.0,388.8888888888889,Graduate,Male,0.04642857142857143,6500.0,360.0,1,No,Rural,No
,0.0,,Not Graduate,Male,,2000.0,360.0,0,No,Urban,No
5053.0,1666.0,375.0,Graduate,Female,0.04020740740740741,5428.0,360.0,1,No,Rural,No
3974.1111111111113,1863.0,288.8888888888889,Graduate,Female,0.040990384615384616,0.0,360.0,0,No,Urban,No
18899.666666666668,0.0,1333.3333333333333,Graduate,Male,0.04215208333333333,20233.0,360.0,0,No,Rural,No
7153.111111111111,0.0,513.8888888888889,Not Graduate,Male,0.04144324324324324,15334.0,360.0,1,Yes,Rural,No
2683.6666666666665,0.0,233.33333333333334,Graduate,Female,0.03472619047619047,2917.0,360.0,1,No,Semiurban,No
5023.666666666667,2405.0,308.3333333333333,Not Graduate,Male,0.04803603603603604,5332.0,360.0,1,No,Semiurban,No
2351.4444444444443,0.0,155.55555555555554,Graduate,Female,0.044767857142857144,2507.0,360.0,1,No,Rural,No
4031.714285714286,0.0,1714.2857142857142,Graduate,Male,0.03990277777777778,11492.0,84.0,1,Yes,Rural,Yes
3874.3333333333335,1843.0,441.6666666666667,Graduate,,0.027144654088050314,4316.0,360.0,0,Yes,Rural,No
4422.333333333333,1640.0,616.6666666666666,Not Graduate,Male,0.04539639639639639,5039.0,180.0,1,Yes,Urban,No
3383.6666666666665,0.0,333.3333333333333,Graduate,Male,0.030975,3717.0,360.0,1,Yes,Semiurban,No
3947.5555555555557,2134.0,244.44444444444446,Graduate,Male,0.047636363636363636,8384.0,360.0,1,Yes,Urban,No
3229.8888888888887,0.0,311.1111111111111,Graduate,Female,0.03161607142857143,7082.0,360.0,1,No,Semiurban,No
9569.444444444445,0.0,430.55555555555554,Graduate,Male,0.06451612903225806,10000.0,360.0,0,Yes,Rural,Yes
4247.555555555556,2167.0,319.44444444444446,Graduate,Male,0.03971304347826087,4567.0,360.0,1,Yes,Semiurban,No
4186.555555555556,189.0,344.44444444444446,Graduate,Male,0.036540322580645164,4531.0,360.0,1,Yes,Semiurban,No
,1590.0,,Not Graduate,Male,,5191.0,360.0,1,Yes,Rural,No
5784.333333333333,2985.0,366.6666666666667,Graduate,Female,0.04659848484848485,12302.0,360.0,1,No,Rural,No
14166.666666666666,0.0,833.3333333333334,Graduate,Male,0.05,15000.0,360.0,1,Yes,Rural,No
12604.555555555555,4983.0,1044.4444444444443,Graduate,Male,0.036300531914893616,0.0,360.0,0,Yes,Rural,Yes
4555.888888888889,0.0,361.1111111111111,Graduate,Male,0.037823076923076925,0.0,360.0,1,No,Rural,No
7466.888888888889,2160.0,511.1111111111111,Graduate,Male,0.043358695652173915,7978.0,360.0,1,Yes,Semiurban,Yes
6478.444444444444,2451.0,305.55555555555554,Graduate,Female,0.061672727272727275,6784.0,360.0,0,Yes,Urban,No
2313.8888888888887,0.0,186.11111111111111,Graduate,Female,0.03731343283582089,2500.0,360.0,1,No,Urban,No
5852.0,1793.0,325.0,Graduate,Male,0.052794871794871794,6177.0,360.0,1,No,Urban,No
2662.777777777778,0.0,272.22222222222223,Graduate,Male,0.029948979591836733,2935.0,360.0,1,No,Semiurban,No
2635.777777777778,0.0,197.22222222222223,Graduate,Male,0.03990140845070422,2833.0,360.0,1,No,Urban,No
60614.77777777778,0.0,2722.222222222222,Graduate,Male,0.1292591836734694,63337.0,180.0,1,Yes,Urban,
10654.888888888889,1833.0,1011.1111111111111,Graduate,,0.0640989010989011,11666.0,180.0,1,Yes,Urban,Yes
,4490.0,,Graduate,Male,0.14275714285714286,9993.0,,1,Yes,Semiurban,Yes
5493.555555555556,688.0,444.44444444444446,Graduate,Male,0.0371125,5938.0,360.0,1,Yes,Rural,
6611.111111111111,4600.0,488.8888888888889,Graduate,Male,0.040340909090909094,7100.0,360.0,1,Yes,Rural,Yes
,0.0,,Not Graduate,Female,,0.0,360.0,0,No,Urban,No
3962.777777777778,0.0,197.22222222222223,Graduate,Female,0.05859154929577465,4160.0,360.0,1,No,Semiurban,No
3753.4444444444443,1587.0,480.55555555555554,Not Graduate,Male,0.024473988439306357,4234.0,360.0,0,Yes,Rural,No
2250.222222222222,0.0,127.77777777777777,Graduate,Female,0.051695652173913045,2378.0,360.0,0,No,Rural,No
5344.111111111111,1229.0,438.8888888888889,Not Graduate,Male,0.03660126582278481,5783.0,360.0,1,Yes,Urban,No
2967.4444444444443,0.0,205.55555555555554,Not Graduate,Male,0.04287837837837838,3173.0,360.0,1,Yes,Semiurban,No
4565.777777777777,2330.0,347.22222222222223,Graduate,Male,0.039304,4913.0,360.0,1,Yes,Rural,
4512.555555555556,2458.0,444.44444444444446,Graduate,Male,0.03098125,4957.0,360.0,1,Yes,Semiurban,No
6330.777777777777,3230.0,422.22222222222223,Not Graduate,Male,0.04442763157894737,0.0,360.0,0,Yes,Rural,No
4901.0,2168.0,350.0,Not Graduate,Male,0.04167460317460318,5251.0,360.0,1,Yes,Urban,No
10196.555555555555,4583.0,719.4444444444445,Graduate,Male,0.042146718146718144,21832.0,360.0,1,Yes,Semiurban,No
8355.555555555555,6250.0,519.4444444444445,Graduate,Male,0.047459893048128345,8875.0,360.0,1,Yes,Rural,No
8449.666666666666,0.0,633.3333333333334,Graduate,Male,0.039837719298245616,9083.0,360.0,1,Yes,Semiurban,No
12061.444444444445,4167.0,855.5555555555555,Graduate,Male,0.04193831168831169,12917.0,360.0,0,No,Rural,No
4485.111111111111,2083.0,263.8888888888889,Graduate,Male,0.04998947368421053,4749.0,360.0,1,Yes,Rural,No
5208.333333333333,0.0,291.6666666666667,Graduate,Female,0.05238095238095238,0.0,360.0,0,Yes,Rural,Yes
2566.8888888888887,505.0,361.1111111111111,Graduate,Female,0.022523076923076923,2928.0,360.0,1,Yes,Semiurban,No
3168.5555555555557,0.0,644.4444444444445,Graduate,Female,0.03287068965517241,3813.0,180.0,1,No,Urban,No
11041.666666666666,3167.0,458.3333333333333,Graduate,Male,0.0696969696969697,11500.0,360.0,1,Yes,Rural,No
3688.8888888888887,0.0,186.11111111111111,Graduate,Male,0.05783582089552239,3875.0,360.0,0,Yes,Urban,No
4457.666666666667,1666.0,208.33333333333334,Not Graduate,Male,0.04666,0.0,480.0,0,Yes,Urban,No
7778.444444444444,3167.0,555.5555555555555,Graduate,Male,0.04167,8334.0,360.0,1,Yes,Semiurban,No
4498.0,0.0,225.0,Graduate,Female,0.05830864197530864,4723.0,360.0,0,No,Semiurban,No
8011.444444444444,3667.0,655.5555555555555,Graduate,Male,0.03672457627118644,8667.0,360.0,1,Yes,Semiurban,No
6721.888888888889,2333.0,361.1111111111111,Graduate,Male,0.05448461538461538,7083.0,360.0,1,Yes,Urban,No
5729.333333333333,3033.0,316.6666666666667,Graduate,Male,0.06364210526315789,12092.0,300.0,1,Yes,Urban,No
6430.333333333333,0.0,391.6666666666667,Graduate,Male,0.04838297872340425,6822.0,360.0,1,No,Rural,Yes
5846.555555555556,0.0,369.44444444444446,Not Graduate,Male,0.04673684210526316,6216.0,360.0,0,No,Rural,No
2300.0,0.0,200.0,Graduate,Male,0.026041666666666668,2500.0,480.0,0,No,Semiurban,No
,0.0,,Graduate,Male,0.04132258064516129,0.0,,0,No,Rural,No
5838.888888888889,0.0,486.1111111111111,Graduate,Male,0.03614285714285714,6325.0,360.0,1,Yes,Semiurban,No
23412.666666666668,5266.0,1583.3333333333333,Graduate,Male,0.043852631578947365,24996.0,360.0,0,Yes,Rural,No
15606.222222222223,0.0,152.77777777777777,Graduate,Female,0.28652727272727274,15759.0,360.0,1,No,Semiurban,Yes
4754.444444444444,0.0,430.55555555555554,Graduate,Male,0.033451612903225805,5185.0,360.0,1,Yes,Semiurban,No
15929.333333333334,7873.0,1266.6666666666667,Graduate,Male,0.04525263157894737,17196.0,300.0,1,Yes,Rural,Yes
4432.333333333333,1987.0,616.6666666666666,Graduate,Male,0.04548648648648649,0.0,180.0,0,No,Urban,No
3917.4444444444443,1459.0,305.55555555555554,Graduate,Female,0.038390909090909094,4223.0,360.0,1,No,Urban,
5073.333333333333,923.0,666.6666666666666,Graduate,Male,0.04783333333333333,5740.0,180.0,1,Yes,Urban,No
13384.888888888889,4996.0,361.1111111111111,Graduate,Male,0.10573846153846155,13746.0,360.0,1,Yes,Rural,No
3948.8888888888887,0.0,361.1111111111111,Graduate,Male,0.03315384615384615,8620.0,360.0,1,Yes,Semiurban,No
2921.0833333333335,0.0,147.91666666666666,Graduate,Male,0.04322535211267606,3069.0,480.0,0,No,Urban,No
5029.888888888889,0.0,361.1111111111111,Graduate,Male,0.04146923076923077,5391.0,360.0,1,Yes,Urban,No
5477.444444444444,2500.0,355.55555555555554,Graduate,Male,0.0455703125,5833.0,360.0,1,Yes,Semiurban,
9350.777777777777,4232.0,822.2222222222222,Graduate,Male,0.034368243243243245,10173.0,360.0,1,No,Semiurban,No
5566.666666666667,0.0,433.3333333333333,Graduate,Female,0.038461538461538464,6000.0,360.0,1,No,Urban,No
6811.444444444444,0.0,355.55555555555554,Graduate,Male,0.0559921875,7167.0,360.0,1,No,Urban,Yes
4288.222222222223,0.0,277.77777777777777,Graduate,Male,0.04566,4566.0,360.0,0,Yes,Urban,No
3039.222222222222,0.0,627.7777777777778,Graduate,Male,0.032451327433628316,3667.0,180.0,1,No,Urban,
3579.3333333333335,1600.0,366.6666666666667,Not Graduate,Male,0.029893939393939393,3946.0,360.0,1,No,Semiurban,No
,3136.0,,Not Graduate,Male,,0.0,360.0,0,Yes,Urban,No
4372.222222222223,2417.0,377.77777777777777,Graduate,Male,0.034926470588235295,4750.0,360.0,1,Yes,Urban,No
5140.777777777777,0.0,347.22222222222223,Graduate,Male,0.043904,5488.0,360.0,1,Yes,Rural,No
8653.111111111111,0.0,513.8888888888889,Graduate,Male,0.04955135135135135,9167.0,360.0,1,No,Rural,No
8740.111111111111,0.0,763.8888888888889,Graduate,Male,0.03456,9504.0,360.0,1,Yes,Rural,No
4364.666666666667,2115.0,333.3333333333333,Graduate,Male,0.03915,9396.0,360.0,1,Yes,Urban,No
2990.222222222222,1625.0,627.7777777777778,Not Graduate,Male,0.03201769911504425,3618.0,180.0,1,Yes,Semiurban,No
4186.111111111111,1400.0,313.8888888888889,Graduate,Male,0.03982300884955752,4500.0,360.0,1,Yes,Urban,No
3385.0,484.0,375.0,Graduate,Male,0.027851851851851853,7520.0,360.0,1,Yes,Semiurban,No
2982.777777777778,0.0,197.22222222222223,Graduate,Female,0.0447887323943662,0.0,360.0,0,No,Urban,No
4228.111111111111,1459.0,263.8888888888889,Graduate,Male,0.04728421052631579,4492.0,360.0,1,Yes,Urban,No
5265.222222222223,1666.0,302.77777777777777,Not Graduate,Male,0.05108256880733945,5568.0,360.0,1,No,Rural,No
3013.8888888888887,1800.0,286.1111111111111,Graduate,Female,0.03203883495145631,0.0,360.0,0,No,Semiurban,No
2639.0,0.0,250.0,Not Graduate,Male,0.0642,0.0,180.0,0,Yes,Urban,No
2538.3333333333335,0.0,216.66666666666666,Not Graduate,Male,0.04238461538461538,2755.0,300.0,0,No,Rural,No
22213.88888888889,20000.0,286.1111111111111,Graduate,Male,0.21844660194174756,22500.0,360.0,1,No,Semiurban,No
1815.7777777777778,0.0,147.22222222222223,Not Graduate,Female,0.037037735849056605,1963.0,360.0,1,No,Semiurban,No
6902.111111111111,0.0,538.8888888888889,Graduate,Female,0.038355670103092786,7441.0,360.0,0,No,Rural,Yes
4227.555555555556,0.0,319.44444444444446,Graduate,Female,0.03953913043478261,4547.0,360.0,1,No,Semiurban,No
4247.555555555556,2400.0,319.44444444444446,Not Graduate,Male,0.03971304347826087,4567.0,360.0,1,Yes,Urban,No
2029.6666666666667,0.0,183.33333333333334,Not Graduate,Female,0.03353030303030303,2213.0,360.0,1,No,Rural,No
7793.333333333333,0.0,506.6666666666667,Graduate,Male,0.05460526315789474,0.0,300.0,0,Yes,Semiurban,No
80000.0,0.0,1000.0,Graduate,Male,0.225,0.0,360.0,0,Yes,Rural,No
3694.777777777778,0.0,172.22222222222223,Not Graduate,Female,0.062370967741935485,3867.0,360.0,0,No,Semiurban,Yes
5811.555555555556,0.0,444.44444444444446,Graduate,Male,0.0391,12512.0,360.0,1,Yes,Urban,
5490.444444444444,0.0,605.5555555555555,Not Graduate,Male,0.027963302752293577,0.0,360.0,0,Yes,Rural,No
3980.4444444444443,2033.0,305.55555555555554,Not Graduate,Male,0.03896363636363637,4286.0,360.0,1,Yes,Rural,No
4891.555555555556,3237.0,494.44444444444446,Not Graduate,Female,0.030258426966292135,0.0,360.0,0,Yes,Semiurban,No
2828.3333333333335,0.0,166.66666666666666,Graduate,Female,0.049916666666666665,2995.0,360.0,1,No,Urban,No
2155.5555555555557,0.0,444.44444444444446,Graduate,Female,0.01625,2600.0,360.0,0,No,Urban,No
20936.11111111111,20000.0,663.8888888888889,Graduate,Male,0.09037656903765691,21600.0,360.0,0,Yes,Urban,Yes
3486.8888888888887,2773.0,311.1111111111111,Graduate,Male,0.03391071428571429,3798.0,360.0,1,Yes,Rural,No
4279.666666666667,1417.0,383.3333333333333,Graduate,Male,0.033789855072463765,4663.0,360.0,1,Yes,Semiurban,No
5445.666666666667,0.0,383.3333333333333,Graduate,Male,0.042239130434782605,5829.0,360.0,1,Yes,Rural,No
,0.0,,Not Graduate,Female,0.034,0.0,,0,No,Urban,No
3261.222222222222,1719.0,277.77777777777777,Graduate,Male,0.03539,3539.0,360.0,1,Yes,Urban,No
,1667.0,,Graduate,Male,0.08106363636363637,0.0,,0,Yes,Urban,No
14613.333333333334,0.0,266.6666666666667,Graduate,Male,0.155,14880.0,360.0,1,Yes,Semiurban,No
6629.888888888889,4300.0,336.1111111111111,Graduate,Male,0.057570247933884294,6966.0,360.0,1,Yes,Rural,No
4381.0,0.0,225.0,Not Graduate,Female,0.0568641975308642,4606.0,360.0,0,No,Rural,No
5565.555555555556,0.0,369.44444444444446,Graduate,Male,0.04462406015037594,5935.0,360.0,1,Yes,Semiurban,No
2694.4533341733336,16.12000084,241.66666666666666,Graduate,Male,0.03374850575678161,2936.12000084,360.0,1,Yes,Rural,No
2383.6666666666665,0.0,333.3333333333333,Not Graduate,Male,0.045283333333333335,2717.0,180.0,1,No,Urban,No
8207.333333333334,0.0,416.6666666666667,Graduate,Female,0.057493333333333334,8624.0,360.0,1,No,Semiurban,Yes
6208.333333333333,0.0,291.6666666666667,Graduate,Male,0.06190476190476191,0.0,360.0,0,No,Rural,No
11751.0,0.0,1125.0,Graduate,Male,0.031792592592592595,12876.0,360.0,1,No,Semiurban,
4367.777777777777,2340.0,397.22222222222223,Graduate,Male,0.03332167832167832,4765.0,360.0,1,Yes,Semiurban,No
3472.222222222222,0.0,277.77777777777777,Graduate,Male,0.0375,3750.0,360.0,1,No,Urban,No
,0.0,,Graduate,Female,,10047.0,240.0,1,,Semiurban,No
3638.1111111111113,1851.0,138.88888888888889,Graduate,Male,0.07554,3777.0,360.0,1,No,Semiurban,No
,1125.0,,Graduate,Male,,3338.0,360.0,1,Yes,Urban,No
9896.555555555555,0.0,519.4444444444445,Graduate,Male,0.05570053475935829,0.0,360.0,0,No,Urban,Yes
6758.666666666667,0.0,383.3333333333333,Not Graduate,Female,0.051753623188405797,7142.0,360.0,1,Yes,Rural,Yes
8204.555555555555,5064.0,519.4444444444445,Graduate,Male,0.046652406417112297,8724.0,360.0,1,No,Semiurban,No
9234.0,1833.0,500.0,Graduate,Male,0.05407777777777778,9734.0,360.0,1,Yes,Rural,No
6288.888888888889,1993.0,411.1111111111111,Not Graduate,Male,0.04527027027027027,6700.0,360.0,1,No,Semiurban,No
37296.77777777778,0.0,422.22222222222223,Graduate,Male,0.2481513157894737,37719.0,360.0,1,No,Semiurban,No
15082.666666666666,8333.0,583.3333333333334,Graduate,Male,0.08952,31332.0,300.0,1,Yes,Rural,No
4314.888888888889,1210.0,361.1111111111111,Graduate,Male,0.03596923076923077,4676.0,360.0,1,Yes,Rural,Yes
4346.444444444444,0.0,305.55555555555554,Not Graduate,Male,0.042290909090909094,4652.0,360.0,1,Yes,Rural,No
4762.222222222223,1376.0,152.77777777777777,Graduate,Male,0.08936363636363637,4915.0,360.0,0,Yes,Rural,
4633.333333333333,1710.0,416.6666666666667,Graduate,Male,0.033666666666666664,0.0,360.0,0,Yes,Rural,No
3783.222222222222,1542.0,527.7777777777778,Not Graduate,Male,0.022689473684210527,8622.0,360.0,0,No,Semiurban,Yes
3216.777777777778,1255.0,347.22222222222223,Not Graduate,Male,0.028512,0.0,360.0,0,Yes,Rural,No
3214.0,1456.0,200.0,Not Graduate,Male,0.0569,6828.0,300.0,1,Yes,Urban,No
5267.111111111111,1733.0,413.8888888888889,Graduate,Male,0.03812751677852349,0.0,360.0,0,Yes,Rural,No
4449.0,2466.0,500.0,Graduate,Male,0.054988888888888886,0.0,180.0,1,Yes,Rural,No
6851.666666666667,0.0,233.33333333333334,Graduate,Male,0.0843452380952381,7085.0,360.0,1,No,Semiurban,Yes
3592.3333333333335,0.0,266.6666666666667,Graduate,Male,0.040197916666666667,3859.0,360.0,1,Yes,Semiurban,No
3973.222222222222,0.0,327.77777777777777,Graduate,Male,0.03644915254237288,4301.0,360.0,1,Yes,Urban,No
5796.444444444444,2569.0,480.55555555555554,Graduate,Male,0.036283236994219654,6277.0,360.0,0,Yes,Urban,No
3976.222222222222,0.0,377.77777777777777,Graduate,Male,0.03201470588235294,4354.0,360.0,1,No,Rural,No
7889.555555555556,0.0,444.44444444444446,Graduate,Male,0.0520875,8334.0,360.0,0,Yes,Semiurban,No
5721.555555555556,4083.0,444.44444444444446,Graduate,,0.0385375,12332.0,360.0,1,Yes,Semiurban,Yes
7028.888888888889,0.0,711.1111111111111,Graduate,Male,0.06046875,7740.0,180.0,1,Yes,Urban,No
4778.0,2188.0,425.0,Graduate,Male,0.03400653594771242,5203.0,360.0,1,Yes,Rural,No
4824.333333333333,0.0,366.6666666666667,Not Graduate,Female,0.039325757575757576,5191.0,360.0,1,No,Semiurban,
3893.777777777778,0.0,272.22222222222223,Graduate,Male,0.042510204081632655,0.0,360.0,0,No,Semiurban,No
5611.111111111111,0.0,388.8888888888889,Graduate,Male,0.04285714285714286,6000.0,360.0,1,No,Rural,No
4222.111111111111,1664.0,388.8888888888889,Not Graduate,Male,0.06587142857142857,0.0,180.0,0,Yes,Urban,No
16386.444444444445,0.0,305.55555555555554,Graduate,,0.15174545454545454,16692.0,360.0,1,Yes,Semiurban,No
2854.777777777778,2917.0,272.22222222222223,Not Graduate,Female,0.03190816326530612,3127.0,360.0,1,Yes,Semiurban,
6478.444444444444,2451.0,305.55555555555554,Graduate,Male,0.061672727272727275,6784.0,360.0,0,Yes,Urban,No
5079.0,2079.0,450.0,Graduate,Male,0.03412962962962963,5529.0,360.0,1,Yes,Semiurban,Yes
3525.222222222222,1500.0,627.7777777777778,Not Graduate,Male,0.036752212389380534,0.0,180.0,0,Yes,Rural,No
4413.222222222223,0.0,277.77777777777777,Graduate,Male,0.04691,4691.0,360.0,1,Yes,Semiurban,No
2241.6666666666665,0.0,258.3333333333333,Graduate,Female,0.026881720430107527,5000.0,360.0,1,No,Urban,Yes
9730.0,4648.0,450.0,Graduate,Male,0.06283950617283951,10180.0,360.0,1,No,Rural,No
17122.333333333332,1014.0,416.6666666666667,Graduate,Male,0.11692666666666666,17539.0,360.0,1,Yes,Rural,Yes
7683.333333333333,1750.0,766.6666666666666,Graduate,Male,0.03673913043478261,8450.0,300.0,1,Yes,Semiurban,No
4378.333333333333,1872.0,366.6666666666667,Graduate,,0.0359469696969697,0.0,360.0,0,Yes,Semiurban,No
18678.11111111111,2250.0,238.88888888888889,Graduate,Male,0.21996511627906976,18917.0,360.0,1,Yes,Semiurban,Yes
,1603.0,,Graduate,Male,,4550.0,360.0,0,Yes,Urban,No
3922.222222222222,0.0,427.77777777777777,Not Graduate,Female,0.028246753246753246,4350.0,360.0,1,No,Rural,No
2781.1111111111113,0.0,313.8888888888889,Not Graduate,Male,0.02738938053097345,3095.0,360.0,1,Yes,Rural,No
4877.444444444444,3150.0,355.55555555555554,Graduate,Male,0.0408828125,5233.0,360.0,1,Yes,Semiurban,No
10183.0,0.0,650.0,Graduate,Male,0.046294871794871795,10833.0,360.0,1,Yes,Semiurban,No
7649.666666666667,0.0,683.3333333333334,Graduate,Male,0.033873983739837396,8333.0,360.0,1,Yes,Semiurban,No
4030.1111111111113,2436.0,363.8888888888889,Not Graduate,Male,0.03354198473282443,4394.0,360.0,1,Yes,Rural,No
3324.777777777778,0.0,222.22222222222223,Graduate,Male,0.0443375,0.0,360.0,0,No,Rural,No
16944.11111111111,0.0,1388.888888888889,Graduate,Male,0.036666,18333.0,360.0,0,Yes,Urban,No
6221.555555555556,2083.0,444.44444444444446,Graduate,Male,0.0416625,6666.0,360.0,1,Yes,Semiurban,Yes
2226.6666666666665,0.0,208.33333333333334,Graduate,Male,0.032466666666666665,2435.0,360.0,0,No,Urban,No
5217.333333333333,2785.0,266.6666666666667,Not Graduate,Male,0.057125,10968.0,360.0,1,No,Semiurban,No
